Disease_id,VN_name
814,Giảm tế bào chất chịu nhiệt thời thơ ấu
815,Thiếu C4
816,Đo troponin T tim
817,biến dạng đầu
818,Giác hơi siêu hình
819,Thiếu máu tán huyết còn bù
820,Bất sản/giảm sản xoang trán
821,Lông mày trắng
822,Rậm lông vô căn
823,"Viêm khớp tự phát thiếu niên đa khớp, yếu tố thấp khớp âm tính"
825,Hội chứng Waardenburg
826,"Microphthalmia, Bị Cô Lập 3"
827,Mất khả năng nhận thức
828,Điểm yếu do rối loạn chức năng thần kinh vận động trên
829,Viêm tụy mãn tính tắc nghẽn
830,Ung thư thận
831,Ung thư tế bào nhỏ thanh quản
832,loạn trương lực cơ ngôn ngữ
833,Bệnh não động kinh ở trẻ sơ sinh sớm 6
834,Thiếu hụt Ubiquinone dehydrogenase
835,Microphthalmos xảy ra đồng thời với bệnh u mắt bẩm sinh
836,Loét ruột nguyên phát
837,Viêm dạ dày bề mặt mãn tính
840,Trạng thái giấy phép khác
841,Thiếu hụt Methylenetetrahydrofolate reductase
842,Khởi phát muộn
843,Răng không đều
844,Ung thư vú lẻ tẻ
845,Bệnh bại liệt giả hành
847,Suy tim sung huyết hai tâm thất
848,lác
849,Tóc Len
850,Độ nhạy Scotopic
851,Bất thường của nền sọ
852,Bệnh bạch cầu tế bào lông
853,Kháng insulin
854,Quang sai nhiễm sắc thể
855,U nang niệu quản
856,Khối u trực tràng
857,bệnh đầu nhỏ thứ phát
858,Cơn tan máu tự phát
860,Dây buộc cổ
861,Đầu gần xương đùi hình gậy
862,Tân sinh bàng quang
863,Răng đổi màu vàng nâu
864,"Rối loạn vị giác, thứ phát, muối"
865,Sự run rẩy ý định
866,Nước tiểu đổi màu
867,bệnh sán dây thần kinh
868,Bất sản/thiểu sản xương trụ
869,Giảm sản thùy trán
870,Động kinh hemiclonic
871,Nhiễm trùng phức hợp mycobacteria avium tái phát
872,Khiếm khuyết hệ thống nhánh bó di truyền
874,Đau xương khớp
875,Da mặt có thể giãn nở quá mức
877,Telangiectase ở da tiếp xúc với ánh nắng mặt trời và không tiếp xúc với ánh nắng mặt trời
878,Tắc nghẽn đường hô hấp trên
879,Thoái hóa giác mạc
880,Teo vỏ thận
881,Đau thắt ngực biến thể Prinzmetal
882,U nguyên bào tủy
883,"Tăng đường huyết, sau bữa ăn"
884,Hội chứng Hamman-Rich
885,Dị ứng với trái cây
887,Giảm sản động mạch chủ
889,Bệnh cơ gợn sóng
890,Sự phụ thuộc vào nicotin
891,Ung thư biểu mô tế bào vảy của phổi
893,Bệnh sốt rét
894,Răng đổi màu vàng nâu
895,Hội chứng thần kinh đệm
896,mỡ mô thừa
897,Bệnh Canavan
898,U nguyên bào sợi ít nhánh
899,Liệt mặt thứ phát do phì đại xương sọ
900,Não úng thủy ngoài chân không
901,"Đo creatinine, huyết thanh (thủ tục)"
902,Phalanx xa ngắn của ngón tay thứ 4
903,Bệnh nứt đốt sống Cystica
904,Giả tăng kali máu gia đình
905,Rung giật nhãn cầu hồi phục
906,Lạm dụng thuốc phiện
907,Hẹp động mạch vành
908,Epiblepharon bẩm sinh
909,Phù phổi do Thrombin gây ra
910,EMG: phóng điện myotonic
911,Thâm nhiễm bạch cầu ái toan ở thực quản
912,Môi trên có bất thường
913,Tăng galactosemia
914,Tăng urat niệu
915,Loại tế bào ung thư biểu mô phổi tái phát Không xác định
916,Khối u âm đạo ác tính
917,U màng não quanh mạch máu
918,Loại tế bào hỗn hợp Khối u mô đệm đường tiêu hóa
919,Glycosyl hóa bất thường
920,Phình động mạch nội sọ
921,Huyết áp
922,Kháng thể kháng bạch cầu trung tính dương tính
923,Bệnh teo da vô căn của Pasini và Pierini
924,Ung thư vú xâm lấn độ 3
925,Suy tuyến cận giáp
926,Xương mu bất sản
927,"Tăng huyết áp, khởi phát sớm, nhiễm sắc thể thường trội, có đợt trầm trọng khi mang thai"
928,Nhiễm virus đường hô hấp
929,"Bệnh phế cầu khuẩn xâm lấn, tái phát đơn độc, 1"
932,Tăng bài tiết disacarit trong nước tiểu
933,Bất thường chất trắng quanh não thất
934,"Nhồi máu tĩnh mạch, não"
935,Rối loạn lo âu và trầm cảm hỗn hợp
936,Rối loạn dạng cơ thể không phân biệt
937,Sốc nội độc tố
938,Viêm da tróc vảy bẩm sinh
939,U nguyên bào sợi mạch máu
940,Thiếu máu bình thường
941,Thiếu máu tán huyết tự miễn
942,Gãy xương dài
943,Xơ cứng cầu thận khu trú
944,bệnh bạch cầu tủy cấp tính với chứng loạn sản đa dòng sau hội chứng rối loạn sinh tủy
945,Tăng alpha-globulin
947,"Ly thượng bì bóng nước, acantholytic gây chết người"
948,phần tiếp nối
950,Khó chịu đường tiêu hóa
951,Hoại tử vô khuẩn đầu xương đùi
952,"BỆNH ĐÁI THÁO ĐƯỜNG KHỞI TRƯỞNG Ở TRẺ, LOẠI IV (rối loạn)"
953,ban đỏ viền
954,Suy giáp bẩm sinh thoáng qua do di truyền
955,Cổ trướng bị nhiễm trùng
956,Bệnh nứt tủy
957,Quan sát thi thể Heinz
958,Viêm màng ngoài tim
959,Thiếu Retinol
960,Tăng mật độ chất trắng quanh não thất
961,Phát ban dạng sởi
963,"Co giật, sốt, đơn giản"
964,"U nang tuyến, nhầy"
965,u nhầy nhĩ
966,Rách quá nhiều
967,Ung thư biểu mô vòm họng giai đoạn II AJCC v7
968,Hành vi thực hiện giấc mơ
970,Giảm sản hồng cầu
971,Bệnh ghép tự thân chống lại bệnh chủ
972,Hội chứng tăng ure huyết tán huyết gia đình
973,Bệnh teo máu
974,Hoại tử vô mạch đầu xương đùi
976,Khối u ác tính nghề nghiệp
977,xen kẽ sóng T
978,Hyalin tiểu động mạch
979,Sắc tố dạng lưới của niêm mạc miệng
980,Bệnh Prion
981,Hội chứng Ehlers-Danlos do thiếu tenascin-X
982,Run rẩy liên tục
985,Răng cách đều nhau
986,Thoát vị não bẩm sinh
987,Khối u gan ác tính có thể cắt bỏ
988,Phối hợp vận động tinh kém
989,Bệnh loạn sản sợi xương tiến triển
990,Bệnh thận tiểu đường
991,Ghép tim
992,"Syndactyly đơn giản của ngón chân, không gian web đầu tiên"
993,Bệnh sán máng
994,Ung thư vòm họng
995,Co rút khớp liên đốt xa của các ngón tay
996,Loét dạ dày do căng thẳng
997,Viêm cầu thận thay đổi tối thiểu
998,Hình thái bất thường của đường kim tự tháp
999,Hội chứng Rothmund-Thomson
1000,Bệnh amyloid tim
1001,Bệnh mất trí nhớ phức hợp AIDS
1002,Nữ tính hóa tinh hoàn
1003,Phalanx gần ngắn của ngón tay
1004,Ngộ độc mangan
1005,"Loạn sản cột sống, loại Aggrecan"
1006,Cấu trúc đĩa quang bất thường
1007,Bệnh Hartnup
1008,Đau ở trẻ em
1011,Nhồi máu tủy sống
1012,Sự bài tiết Cortisol tăng lên một cách nghịch lý trong thử nghiệm ức chế Dexamethasone
1013,Đau ung thư mãn tính
1014,U mô bào sợi ở da
1015,Tăng sản tuyến thượng thận 2
1016,Hội chứng Noonan 1
1017,Nhịp tim nhanh thất gây ra
1018,Cứng khớp buổi sáng tổng quát
1019,Chuyển hóa canxi-phốt phát bất thường
1020,Hội chứng thiếu thận bẩm sinh
1021,Ung thư nhau thai
1022,Thiếu hụt hormone giải phóng hormone tạo hoàng thể ở vùng dưới đồi
1023,xơ hóa tim
1024,Rối loạn ham muốn tình dục kém hoạt động
1025,Ung thư phổi giai đoạn III
1026,Tăng nồng độ axit mật huyết thanh
1027,"Thiếu hụt Amylo-1,6-glucosidase"
1028,Viêm phúc mạc vô khuẩn
1029,xơ vữa động mạch
1030,Tập đồng bộ
1031,"Mảng bám, xơ vữa động mạch"
1032,Thiếu máu thiếu sắt thứ phát do mất máu mãn tính
1033,dáng đi rộng rãi
1034,Thay đổi đốt sống giống Scheuermann
1036,Suy gan
1037,Bất thường về khả năng vận động của khớp tay
1038,U tuyến Somatotroph dạng hạt thưa thớt
1039,chất nhầy
1040,Teo não vùng trán
1041,U thần kinh nội tiết của phổi
1042,Giảm sản/bất sản cơ ngực
1043,Vòng Kayser-Fleischer
1044,TRICHOMONAS VAGINALIS (phát hiện)
1045,Không dung nạp sucrose
1046,Huyết áp thấp đến bình thường
1047,"Tầm vóc thấp, vô căn, nhiễm sắc thể thường"
1048,Suy nhược
1049,Loạn sản Otospondylomegaepiphyseal
1050,Mucopolysaccharid niệu
1051,Độ cứng động mạch
1052,Rối loạn suy giảm miễn dịch nguyên phát
1053,Hen suyễn dị ứng
1054,"Teo cơ cột sống, loại Jerash"
1055,Độ bám dính của thủy tinh thể
1056,Hội chứng Maffucci
1057,Bệnh cơ tim Takotsubo
1059,Phình tĩnh mạch Galen
1061,Loét bề mặt
1062,Bệnh do thực phẩm
1063,Sự lo lắng trầm trọng hơn
1064,Tầm vóc ngắn chân tay ngắn không cân đối
1065,Bệnh loạn dưỡng thần kinh vị thành niên
1066,Hội chứng giống Reye
1067,Viêm thận di truyền
1068,"Hội chứng suy hô hấp, trẻ sơ sinh"
1069,Đa tân sinh nội tiết loại 4
1071,Giảm ceruloplasmin huyết thanh
1072,U lympho nguyên bào miễn dịch B (Phân loại Kiel)
1073,Huyết áp thấp
1074,Hội chứng Bardet-Biedl 3
1076,Độ cứng ngoại tháp
1078,Podagra
1079,Hội chứng người cứng nhắc
1080,aprosodia
1081,Mất ngủ thoáng qua
1082,Khe hở phía trước của thân đốt sống
1083,Móng chân thiểu sản
1084,hội chứng giảm thông khí
1085,Bệnh Dupuytren
1086,Chậm trễ ngôn ngữ biểu cảm nghiêm trọng
1087,Nhiễm khuẩn viêm phổi Streptococcus
1088,U tế bào hình sao khổng lồ dưới màng nội tủy ở trẻ em
1089,XYLT1-CDG - xylosyltransferase 1 rối loạn glycosyl hóa bẩm sinh
1090,Hội chứng Royer
1091,hội chứng DDS
1092,"Bệnh nhược cơ, mắt"
1093,Chilblains
1094,Lissencephalies cổ điển và Heterotopias dải dưới vỏ não
1097,Viêm giác mạc bằng vữa
1100,Hội chứng loạn dưỡng acrofrontofacionasal
1101,Phản xạ Achilles giảm
1102,ectropion
1103,Viêm xương tủy
1104,Ứ mật trong gan tiến triển (rối loạn)
1105,Đo Alanine aminotransferase
1106,Khối u carcinoid của gan
1107,Bạch sản
1108,Vôi hóa hạch nền
1109,Ung thư vú giai đoạn II
1110,Sarcôm Ewings
1111,Nhiễm trùng liên cầu khuẩn nhóm A
1112,"Khối u phôi trên lều, không được chỉ định khác"
1113,Viêm da cấp tính
1114,"BẠCH BẠCH, MẮT, ĐÓNG CẢM GIÁC MUỘN KHỞI NGHIỆP (rối loạn)"
1115,Axit Lactic máu do tập thể dục
1116,Giảm bạch cầu vô căn mãn tính
1117,Sự bất thường của việc theo đuổi trơn tru của mắt
1118,Động kinh hạ đường huyết
1119,Cơ quan sinh dục di lệch về phía trước
1120,Đo đường huyết lúc đói
1121,Rối loạn ngôn ngữ Anarthria
1122,Bệnh Mucolipidosis loại IV
1123,Ectopia Lentis
1124,Bệnh do ve truyền
1125,Chứng mất khứu giác bẩm sinh
1126,Ung thư biểu mô tế bào thận tái phát
1127,Teo tủy sống
1129,Sự tăng sinh tế bào T
1130,Ung thư nội mạc tử cung giai đoạn III
1131,bệnh gai đen
1132,Tỷ lệ tế bào T-Helper lưu hành giảm
1134,Chuyển động cổ bị hạn chế do co rút
1135,Khối u tuyến nước bọt
1136,Hội chứng Andersen
1137,Bệnh u hạt Farber
1138,Giảm sản cầu não tiểu não loại 2A
1139,Tế bào khổng lồ Epulis
1140,dáng đi charcot
1142,tạng tiết dịch
1143,Tetraphocomelia
1144,giang mai thần kinh
1145,Suy giảm trí nhớ
1146,HỘI CHỨNG MASA (rối loạn)
1148,Vòm trên ổ mắt nổi bật ở người trưởng thành
1149,Tăng huyết áp nằm ngửa
1150,Huyết khối tĩnh mạch sâu
1151,Hội chứng ăn lại
1152,Thông tin thu được là viêm phổi
1153,Sự bất thường của bạch cầu trung tính
1156,Rút ngắn các chi xa
1157,Chỗ ở thị giác bất thường
1158,Ung thư biểu mô tế bào vảy của hạ họng
1160,"Hội chứng đau cơ-tăng bạch cầu ái toan, liên quan đến L-Tryptophan"
1161,Khối lượng sườn
1162,Hội chứng Turcot loại 2
1163,hội chứng Myhre
1164,Viêm màng não sơ sinh
1165,Động kinh đa ổ
1166,Thành bàng quang dày lên
1167,Khối u hỗn hợp ác tính
1169,Hở hàm dưới
1170,Tăng phosphat máu
1171,thiếu máu cục bộ
1172,Nhiễm trùng do Pneumocystis jirovecii (rối loạn)
1173,bệnh đa hồng cầu
1174,Bệnh do Neisseria
1175,Chóng mặt có nguồn gốc trung ương và ngoại vi
1176,bệnh hắc tố mắt
1177,Trật khớp háng bẩm sinh hai bên
1178,Nhiễm trùng đường hô hấp cấp tính
1179,Rối loạn bàng quang nhược trương
1180,Hội chứng Cockayne
1181,Mỏm trước của đốt sống thắt lưng
1182,phì đại tế bào cơ tim
1183,Viêm khớp tự phát ở trẻ vị thành niên khởi phát toàn thân
1184,Giảm fibrinogen máu
1185,Tăng amoniac máu
1186,Đau liên quan đến lạc nội mạc tử cung
1187,Viêm cơ xương cốt
1188,Ung thư biểu mô tuyến Acinar phổi
1189,"Chứng phì đại xương, xương tự phát lan tỏa"
1190,Bệnh dự trữ glycogen loại II
1191,U tế bào hình sao của não
1194,u thần kinh đệm
1195,"Điếc, nhiễm sắc thể lặn 22"
1196,Viêm khớp phản ứng sau liên cầu khuẩn
1197,U mỡ vùng trán
1198,Bóc tách động mạch chủ xa
1199,"Keratoderma, Palmoplantar"
1200,Hội chứng tắc nghẽn hồi tràng xa
1201,Bệnh bạch cầu do bức xạ
1202,u tế bào ưa crom lành tính
1203,Hội chứng sốt định kỳ tăng IgD (HIDS)
1204,Chất lượng cảm giác chuột rút
1205,Đốt sống cổ bị cốt hóa kém
1208,Ageusia
1210,Tăng sản ống mật
1211,Trisomy 12
1212,Ung thư túi mật
1213,hội chứng Knobloch
1214,Áp xe da VÀ/HOẶC mô dưới da
1215,Khiếm khuyết vận chuyển glucose-6-phosphate
1216,Giảm bạch cầu lympho B
1218,Bệnh quỹ đạo liên quan đến tuyến giáp
1219,Thiếu hụt Isovaleryl-CoA dehydrogenase
1220,Giãn mao mạch mặt
1221,Thiếu natri (rối loạn)
1222,niệu quản đôi
1223,Bệnh liệt chuông
1224,Co cứng ngón tay
1225,Tai Stahl
1227,Bướu giáp bình giáp
1228,Bệnh xơ nang tuyến tụy
1229,Mất tế bào thần kinh ở vỏ não
1230,Rối loạn hệ thống khứu giác
1231,"Chứng loạn sản THANATOPHORIC, LOẠI I (rối loạn)"
1233,Chảy máu cam
1234,Đo troponin I tim
1235,Hẹp tĩnh mạch cửa
1236,Tắc nghẽn đường hô hấp trên từng đợt
1237,Các vệt tăng sừng dọc theo mỗi ngón tay vào lòng bàn tay
1238,Sốt nặng kèm theo hội chứng giảm tiểu cầu
1239,Sự bất thường của chữ số
1240,SPINOCEREBELLAR ATAXIA 31 (rối loạn)
1241,Giảm sản xương sườn thứ mười hai
1242,Hẹp cơ hoành bẩm sinh
1243,Thông liên thất quanh màng
1244,Giảm trương lực cơ toàn thân do khiếm khuyết ở chỗ nối thần kinh cơ
1245,Nhiễm trùng đường hô hấp cấp tính
1246,Ung thư phổi
1247,Bệnh Charcot-Marie-Răng liên kết X loại 6
1248,Khớp tay có thể duỗi được
1249,"Chứng dính khớp sọ, loại Adelaide"
1250,Bệnh lậu
1251,Sửa chữa Dna bị lỗi sau khi bị hư hại do bức xạ cực tím
1252,Bước lê bước ngắn
1253,Sự phát triển quá mức của sợi
1254,"Khối u hệ thần kinh trung ương, nguyên phát"
1255,bù hô hấp
1256,Bệnh đa dây thần kinh
1257,Giãn mao mạch lưỡi
1258,Tắc nghẽn niệu quản khác
1260,Thóp sau lớn
1261,Ung thư biểu mô tế bào rõ ràng buồng trứng
1262,Loạn sản vỏ não khu trú loại IIb
1263,tử cung di dời
1264,Nhiễm trùng cơ hội tái phát
1265,Bệnh vàng da tế bào gan
1266,Dày thành phế quản
1268,Mặc quần áo
1271,Suy tụy ngoại tiết
1272,"Bệnh Charcot-Marie-Răng, Loại Ib"
1273,Tăng tốc độ ngưng tụ nhiễm sắc thể sớm
1274,hội chứng Yao
1275,"Chứng loạn sản ngà răng, Tấm chắn loại 2"
1276,"Liệt cứng 30, LÚC NỔI THƯỜNG (rối loạn)"
1277,Tổ hợp vận động nhận thức liên quan đến HIV-1
1278,"Ung thư biểu mô tuyến, loại đường ruột"
1279,Bệnh xuất huyết dưới màng nhện
1280,Viêm màng hoạt dịch và viêm bao gân
1281,Khối u rắn ác tính
1282,Thiếu máu tán huyết vi mạch
1284,Phù phổi cấp
1285,Đốm lốm đốm siêu hình
1286,SỰ THIẾU 1 SỰ THIẾU 1 SỰ THIẾU 1 SỰ THIẾU 1 SỰ THIẾU 1 CHUỖI NGẮN ENOYL-CoA HYDRATASE KIỂU THỂ NGẮN
1287,"Tăng canxi máu hạ canxi niệu, có tính chất gia đình, loại 1"
1288,Rung nhĩ
1289,Sự bất thường của Philtrum
